Адрес,Широта,Долгота,Описание ,
"Москва ул. Живописная, д. 12 к. 1",55.7843527,37.4569925,"Формат: ВкусВилл
Адрес: Москва ул. Живописная, д. 12 к. 1
ТТ: 8256
Телефон ТТ: , 79295979127
Эл. почта: retail.3.54@vkusvill.ru, retail.3.54@vkusvill.ru
Код ТТ: 8256М_Живописная12",
"Москва ул. Заповедная, д. 18 к. 2",55.8679639,37.6387052,"Формат: Жук
Адрес: Москва ул. Заповедная, д. 18 к. 2
ТТ: 7020
Телефон ТТ: , 79267944543
Эл. почта: retail.3.1@vkusvill.ru, retail.3.1@vkusvill.ru
Код ТТ: 7020Ж_Заповедная18",
"Москва ул. Затонная, д. 4 стр. 2",55.6799023,37.6834996,"Формат: ВкусВилл
Адрес: Москва ул. Затонная, д. 4 стр. 2
ТТ: 4573
Телефон ТТ: , 79257861214
Эл. почта: retail.2.5@vkusvill.ru, retail.2.5@vkusvill.ru
Код ТТ: 4573М_Затонная4",
"Москва ул. Зацепский вал, д. 4, стр. 2",55.7330179,37.6397767,"Формат: ВкусВилл
Адрес: Москва ул. Зацепский вал, д. 4, стр. 2
ТТ: 3036
Телефон ТТ: , 79267897886
Эл. почта: retail.2.17@vkusvill.ru, retail.2.17@vkusvill.ru
Код ТТ: 3036М_Зацепскийвал4",
"Москва ул. Зворыкина, д. 1 к. 4",55.693561,37.351716,"Формат: Шмель
Адрес: Москва ул. Зворыкина, д. 1 к. 4
ТТ: 9023
Телефон ТТ: , 79057198884
Эл. почта: retail.1.36@vkusvill.ru, retail.1.36@vkusvill.ru
Код ТТ: 9023Ш_Зворыкина1",
"Москва ул. Зворыкина, д. 14 к. 2",55.6898468,37.3517641,"Формат: Жук
Адрес: Москва ул. Зворыкина, д. 14 к. 2
ТТ: 8171
Телефон ТТ: , 79057198884
Эл. почта: retail.1.36@vkusvill.ru, retail.1.36@vkusvill.ru
Код ТТ: 8171Ж_Зворыкина14",
"Москва ул. Зеленоградская, д. 17 к. 1",55.8703846,37.4997618,"Формат: Жук
Адрес: Москва ул. Зеленоградская, д. 17 к. 1
ТТ: 7097
Телефон ТТ: , 79257861207
Эл. почта: retail.3.22@vkusvill.ru, retail.3.22@vkusvill.ru
Код ТТ: 7097Ж_Зеленоградская17",
"Москва ул. Зеленодольская, вл. 25",55.712024,37.776711,"Формат: ВкусВилл
Адрес: Москва ул. Зеленодольская, вл. 25
ТТ: 1235
Телефон ТТ: , 79268326567
Эл. почта: retail.2.32@vkusvill.ru, retail.2.32@vkusvill.ru
Код ТТ: 1235М_Зеленодольская25",
"Москва ул. Зеленодольская, д. 18 к. 1",55.713319,37.7800467,"Формат: ВкусВилл
Адрес: Москва ул. Зеленодольская, д. 18 к. 1
ТТ: 4688
Телефон ТТ: , 79268326567
Эл. почта: retail.2.32@vkusvill.ru, retail.2.32@vkusvill.ru
Код ТТ: 4688М_Зеленодольская18",
"Москва ул. Земляной Вал, д. 38-40/15, стр.9",55.7551847,37.6564844,"Формат: ВкусВилл
Адрес: Москва ул. Земляной Вал, д. 38-40/15, стр.9
ТТ: 1058
Телефон ТТ: , 79261604548
Эл. почта: retail.2.20@vkusvill.ru, retail.2.20@vkusvill.ru
Код ТТ: 1058М_ЗемлянойВал38",
"Москва ул. Зои и Александра Космодемьянских, д. 17/2",55.8223162,37.5148087,"Формат: ВкусВилл
Адрес: Москва ул. Зои и Александра Космодемьянских, д. 17/2
ТТ: 1642
Телефон ТТ: , 79257861207
Эл. почта: retail.3.22@vkusvill.ru, retail.3.22@vkusvill.ru
Код ТТ: 1642М_Космодемьянских17",
"Москва ул. Зои и Александра Космодемьянских, д. 35/1",55.8250847,37.5259924,"Формат: Шмель
Адрес: Москва ул. Зои и Александра Космодемьянских, д. 35/1
ТТ: 490
Телефон ТТ: , 79257861207
Эл. почта: retail.3.22@vkusvill.ru, retail.3.22@vkusvill.ru
Код ТТ: 490Ш_Космодемьянских35",
"Москва ул. Зои и Александра Космодемьянских, д. 4, корп. 2",55.8185289,37.502647,"Формат: ВкусВилл
Адрес: Москва ул. Зои и Александра Космодемьянских, д. 4, корп. 2
ТТ: 896
Телефон ТТ: , 79257861207
Эл. почта: retail.3.22@vkusvill.ru, retail.3.22@vkusvill.ru
Код ТТ: 896М_ЗиАКосмодемьянских4",
"Москва ул. Золотошвейная, д. 9",55.557219,37.311269,"Формат: Жук
Адрес: Москва ул. Золотошвейная, д. 9
ТТ: 6667
Телефон ТТ: , 79057198884
Эл. почта: retail.1.36@vkusvill.ru, retail.1.36@vkusvill.ru
Код ТТ: 6667Ж_Золотошвейная9",
"Москва ул. Зоологическая, д. 4",55.7654738,37.5810847,"Формат: ВкусВилл
Адрес: Москва ул. Зоологическая, д. 4
ТТ: 1667
Телефон ТТ: , 79261824715
Эл. почта: retail.3.33@vkusvill.ru, retail.3.33@vkusvill.ru
Код ТТ: 1667М_Зоологическая4",
"Москва ул. Зорге, д. 9А к. 1",55.7821148,37.5096343,"Формат: ВкусВилл
Адрес: Москва ул. Зорге, д. 9А к. 1
ТТ: 9246
Телефон ТТ: , 79296873865
Эл. почта: retail.r.3@vkusvill.ru, retail.r.3@vkusvill.ru
Код ТТ: 9246М_Зорге9",
"Москва ул. Ивана Франко , д. 6",55.7275217,37.4503303,"Формат: Жук
Адрес: Москва ул. Ивана Франко , д. 6
ТТ: 8544
Телефон ТТ: , 79257765132
Эл. почта: retail.1.14@vkusvill.ru, retail.1.14@vkusvill.ru
Код ТТ: 8544Ж_ИванаФранко6",
"Москва ул. Игральная, д. 10",55.8157156,37.7143443,"Формат: ВкусВилл
Адрес: Москва ул. Игральная, д. 10
ТТ: 2496
Телефон ТТ: , 79257762419
Эл. почта: retail.2.6@vkusvill.ru, retail.2.6@vkusvill.ru
Код ТТ: 2496М_Игральная10",
"Москва ул. Ижорская, д. 6 к. 2",55.882064,37.502858,"Формат: Жук
Адрес: Москва ул. Ижорская, д. 6 к. 2
ТТ: 7944
Телефон ТТ: , 79777275069
Эл. почта: retail.dk.05@vkusvill.ru, retail.dk.05@vkusvill.ru
Код ТТ: 7944Ж_Ижорская6",
"Москва ул. Изумрудная, д. 24",55.8722438,37.6848636,"Формат: Жук
Адрес: Москва ул. Изумрудная, д. 24
ТТ: 2117
Телефон ТТ: , 79267167991
Эл. почта: retail.3.39@vkusvill.ru, retail.3.39@vkusvill.ru
Код ТТ: 2117Ж_Изумрудная24",
"Москва ул. Изюмская, д. 43 к. 3",55.5487798,37.5706396,"Формат: Жук
Адрес: Москва ул. Изюмская, д. 43 к. 3
ТТ: 6990
Телефон ТТ: , 79257860519
Эл. почта: retail.1.38@vkusvill.ru, retail.1.38@vkusvill.ru
Код ТТ: 6990Ж_Изюмская43",
"Москва ул. Инициативная, д. 3",55.7165265,37.4593568,"Формат: ВкусВилл
Адрес: Москва ул. Инициативная, д. 3
ТТ: 8569
Телефон ТТ: , 79257765132
Эл. почта: retail.1.14@vkusvill.ru, retail.1.14@vkusvill.ru
Код ТТ: 8569М_Инициативная3",
Москва ул. Истринская д.10 к.1,55.7369992,37.4352562,"Формат: ВкусВилл
Адрес: Москва ул. Истринская д.10 к.1
ТТ: 1020
Телефон ТТ: , 79257765132
Эл. почта: retail.1.14@vkusvill.ru, retail.1.14@vkusvill.ru
Код ТТ: 1020М_Истринская10",
"Москва ул. к. , д. к355 к. 355",,,Not Found,"Формат: ВкусВилл
Адрес: Москва ул. Декабристов, д. 15, стр. 2
ТТ: 1730
Телефон ТТ: , 79267165688
Эл. почта: retail.3.38@vkusvill.ru, retail.3.38@vkusvill.ru
Код ТТ: 1730М_Декабристов15"
"Москва ул. Кантемировская, д. 20 к. 5",55.64049,37.66289,"Формат: ВкусВилл
Адрес: Москва ул. Кантемировская, д. 20 к. 5
ТТ: 6499
Телефон ТТ: , 79261770702
Эл. почта: retail.2.14@vkusvill.ru, retail.2.14@vkusvill.ru
Код ТТ: 6499М_Кантемировская20",
"Москва ул. Каргопольская, дом 18, стр. 1",55.8645029,37.5940136,"Формат: ВкусВилл
Адрес: Москва ул. Каргопольская, дом 18, стр. 1
ТТ: 1126
Телефон ТТ: , 79267165688
Эл. почта: retail.3.38@vkusvill.ru, retail.3.38@vkusvill.ru
Код ТТ: 1126М_Каргопольская18",
"Москва ул. Кастанаевская, д. 17",55.7379631,37.4910573,"Формат: Шмель
Адрес: Москва ул. Кастанаевская, д. 17
ТТ: 2636
Телефон ТТ: , 79295173518
Эл. почта: retail.1.34@vkusvill.ru, retail.1.34@vkusvill.ru
Код ТТ: 2636Ш_Кастанаевская17",
"Москва ул. Кастанаевская, д. 42 к. 2",55.7350115,37.4744352,"Формат: ВкусВилл
Адрес: Москва ул. Кастанаевская, д. 42 к. 2
ТТ: 5673
Телефон ТТ: , 79257765132
Эл. почта: retail.1.14@vkusvill.ru, retail.1.14@vkusvill.ru
Код ТТ: 5673М_Кастанаевская42",
"Москва ул. Кастанаевская, д. 51, к. 2",55.7315375,37.4603728,"Формат: ВкусВилл
Адрес: Москва ул. Кастанаевская, д. 51, к. 2
ТТ: 1603
Телефон ТТ: , 79257765132
Эл. почта: retail.1.14@vkusvill.ru, retail.1.14@vkusvill.ru
Код ТТ: 1603М_Кастанаевская51",
"Москва ул. Каховка, д. 19 к. 1",55.6534321,37.578327,"Формат: ВкусВилл
Адрес: Москва ул. Каховка, д. 19 к. 1
ТТ: 1537
Телефон ТТ: , 79366224691
Эл. почта: retail.1.25@vkusvill.ru, retail.1.25@vkusvill.ru
Код ТТ: 1537М_Каховка19",
"Москва ул. Каховка, д. 28 к. 2",55.6598609,37.562912,"Формат: ВкусВилл
Адрес: Москва ул. Каховка, д. 28 к. 2
ТТ: 4706
Телефон ТТ: , 79366224691
Эл. почта: retail.1.25@vkusvill.ru, retail.1.25@vkusvill.ru
Код ТТ: 4706М_Каховка28",
"Москва ул. Кашёнкин Луг, д. 8 к. 2",55.8254054,37.5963965,"Формат: Шмель
Адрес: Москва ул. Кашёнкин Луг, д. 8 к. 2
ТТ: 7882
Телефон ТТ: , 79267944543
Эл. почта: retail.3.1@vkusvill.ru, retail.3.1@vkusvill.ru
Код ТТ: 7882Ш_КашенкинЛуг8",
"Москва ул. Каширское шоссе, д. 65 к. 2",,,Not Found,"Формат: Жук
Адрес: Москва ул. Донецкая, д. 34 к. 3
ТТ: 7142
Телефон ТТ: , 79261606098
Эл. почта: retail.2.21@vkusvill.ru, retail.2.21@vkusvill.ru
Код ТТ: 7142Ж_Донецкая34"
"Москва ул. Кибальчича, д. 4/6",55.8152391,37.6473663,"Формат: ВкусВилл
Адрес: Москва ул. Кибальчича, д. 4/6
ТТ: 1823
Телефон ТТ: , 79366224692
Эл. почта: retail.1.28@vkusvill.ru, retail.1.28@vkusvill.ru
Код ТТ: 1823М_Кибальчича4",
"Москва ул. Киевская, д. 20",55.7388328,37.5462621,"Формат: ВкусВилл
Адрес: Москва ул. Киевская, д. 20
ТТ: 1714
Телефон ТТ: , 79366224692
Эл. почта: retail.1.28@vkusvill.ru, retail.1.28@vkusvill.ru
Код ТТ: 1714М_Киевская20",
"Москва ул. Кировоградская, д. 23А",55.6004582,37.5989317,"Формат: ВкусВилл
Адрес: Москва ул. Кировоградская, д. 23А
ТТ: 1637
Телефон ТТ: , 79296106533
Эл. почта: retail.1.29@vkusvill.ru, retail.1.29@vkusvill.ru
Код ТТ: 1637М_Кировоградская23",
"Москва ул. Кировоградская, д. 36",55.604645,37.598899,"Формат: Жук
Адрес: Москва ул. Кировоградская, д. 36
ТТ: 8520
Телефон ТТ: , 79296096417
Эл. почта: retail.r.30@vkusvill.ru, retail.r.30@vkusvill.ru
Код ТТ: 8520Ж_Кировоградская36",
"Москва ул. Ключевая, д. 6 к. 1",55.6377983,37.7574856,"Формат: ВкусВилл
Адрес: Москва ул. Ключевая, д. 6 к. 1
ТТ: 1536
Телефон ТТ: , 79261606098
Эл. почта: retail.2.21@vkusvill.ru, retail.2.21@vkusvill.ru
Код ТТ: 1536М_Ключевая6",
"Москва ул. Кожевническая, д. 5",55.7302048,37.6440265,"Формат: ВкусВилл
Адрес: Москва ул. Кожевническая, д. 5
ТТ: 8245
Телефон ТТ: , 79267897886
Эл. почта: retail.2.17@vkusvill.ru, retail.2.17@vkusvill.ru
Код ТТ: 8245М_Кожевническая5",
"Москва ул. Коминтерна, д. 15",55.8709075,37.6882971,"Формат: ВкусВилл
Адрес: Москва ул. Коминтерна, д. 15
ТТ: 6342
Телефон ТТ: , 79267167991
Эл. почта: retail.3.39@vkusvill.ru, retail.3.39@vkusvill.ru
Код ТТ: 6342М_Коминтерна15",
"Москва ул. Коптевская, д. 22",55.8318803,37.519975,"Формат: Жук
Адрес: Москва ул. Коптевская, д. 22
ТТ: 6916
Телефон ТТ: , 79257861207
Эл. почта: retail.3.22@vkusvill.ru, retail.3.22@vkusvill.ru
Код ТТ: 6916Ж_Коптевская22",
"Москва ул. Корабельная, д. 11 к. 2",55.684264,37.697127,"Формат: ВкусВилл
Адрес: Москва ул. Корабельная, д. 11 к. 2
ТТ: 3582
Телефон ТТ: , 79257861214
Эл. почта: retail.2.5@vkusvill.ru, retail.2.5@vkusvill.ru
Код ТТ: 3582М_Корабельная11эт1",
"Москва ул. Корабельная, д. 3А",55.68654,37.700044,"Формат: Шмель
Адрес: Москва ул. Корабельная, д. 3А
ТТ: 7679
Телефон ТТ: , 79257861214
Эл. почта: retail.2.5@vkusvill.ru, retail.2.5@vkusvill.ru
Код ТТ: 7679Ш_Корабельная3",
"Москва ул. Корабельная, д. 6",55.679053,37.695294,"Формат: ВкусВилл
Адрес: Москва ул. Корабельная, д. 6
ТТ: 4693
Телефон ТТ: , 79257861214
Эл. почта: retail.2.5@vkusvill.ru, retail.2.5@vkusvill.ru
Код ТТ: 4693М_Корабельная6",
"Москва ул. Коровий Вал, д. 1",55.7293396,37.6225487,"Формат: ВкусВилл
Адрес: Москва ул. Коровий Вал, д. 1
ТТ: 8178
Телефон ТТ: , 79266301068
Эл. почта: retail.1.31@vkusvill.ru, retail.1.31@vkusvill.ru
Код ТТ: 8178М_КоровийВал1",
"Москва ул. Космонавтов, д. 12",55.8208231,37.6527714,"Формат: Шмель
Адрес: Москва ул. Космонавтов, д. 12
ТТ: 2154
Телефон ТТ: , 79267167991
Эл. почта: retail.3.39@vkusvill.ru, retail.3.39@vkusvill.ru
Код ТТ: 2154Ш_Космонавтов12",
"Москва ул. Костякова, д. 9",55.8128631,37.5713028,"Формат: ВкусВилл
Адрес: Москва ул. Костякова, д. 9
ТТ: 1801
Телефон ТТ: , 79267165688
Эл. почта: retail.3.38@vkusvill.ru, retail.3.38@vkusvill.ru
Код ТТ: 1801М_Костякова9",
